"ORGN Name","18S","16S","PITS","CO1","COI","COX1","FITS","ITS2","ITS1","trnl","12S"
"Lucania parva","zero","zero","zero","zero","Lucania parva","Lucania parva","zero","zero","zero","zero","zero"
"Misgurnus anguillicaudatus","Misgurnus anguillicaudatus","Misgurnus anguillicaudatus","zero","zero","Misgurnus anguillicaudatus","Misgurnus anguillicaudatus","zero","zero","zero","zero","Misgurnus anguillicaudatus"
"Morone americana","Morone americana","Morone americana","zero","zero","Morone americana","Morone americana","zero","zero","zero","zero","Morone americana"
"Mylocheilus caurinus","zero","Mylocheilus caurinus","zero","Mylocheilus caurinus","Mylocheilus caurinus","Mylocheilus caurinus","zero","zero","zero","zero","Mylocheilus caurinus"
"Notropis buchanani","zero","zero","zero","zero","Notropis buchanani","zero","zero","zero","zero","zero","zero"
"Noturus insignis","zero","Noturus insignis","zero","zero","Noturus insignis","zero","zero","zero","zero","zero","Noturus insignis"
"Oncorhynchus kisutch","Oncorhynchus kisutch","Oncorhynchus kisutch","zero","Oncorhynchus kisutch","Oncorhynchus kisutch","Oncorhynchus kisutch","zero","Oncorhynchus kisutch","Oncorhynchus kisutch","zero","Oncorhynchus kisutch"
"Oncorhynchus mykiss irideus","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Oncorhynchus nerka","Oncorhynchus nerka","Oncorhynchus nerka","zero","Oncorhynchus nerka","Oncorhynchus nerka","Oncorhynchus nerka","zero","Oncorhynchus nerka","Oncorhynchus nerka","zero","Oncorhynchus nerka"
"Oncorhynchus tshawytscha","Oncorhynchus tshawytscha","Oncorhynchus tshawytscha","zero","Oncorhynchus tshawytscha","Oncorhynchus tshawytscha","Oncorhynchus tshawytscha","zero","Oncorhynchus tshawytscha","Oncorhynchus tshawytscha","zero","Oncorhynchus tshawytscha"
"Oreochromis macrochir","zero","Oreochromis macrochir","zero","zero","Oreochromis macrochir","Oreochromis macrochir","zero","zero","zero","zero","Oreochromis macrochir"
"Oreochromis niloticus","Oreochromis niloticus","Oreochromis niloticus","zero","Oreochromis niloticus","Oreochromis niloticus","Oreochromis niloticus","zero","zero","Oreochromis niloticus","zero","Oreochromis niloticus"
"Orthodon microlepidotus","zero","Orthodon microlepidotus","zero","zero","Orthodon microlepidotus","zero","zero","zero","zero","zero","Orthodon microlepidotus"
"Osteoglossum bicirrhosum","Osteoglossum bicirrhosum","Osteoglossum bicirrhosum","zero","zero","Osteoglossum bicirrhosum","Osteoglossum bicirrhosum","zero","zero","zero","zero","Osteoglossum bicirrhosum"
"Oxydoras niger","zero","Oxydoras niger","zero","zero","Oxydoras niger","zero","zero","zero","zero","zero","Oxydoras niger"
"Parachromis managuensis","zero","Parachromis managuensis","zero","zero","Parachromis managuensis","Parachromis managuensis","zero","zero","zero","zero","Parachromis managuensis"
"Petromyzon marinus","Petromyzon marinus","Petromyzon marinus","zero","zero","Petromyzon marinus","Petromyzon marinus","zero","Petromyzon marinus","Petromyzon marinus","zero","Petromyzon marinus"
"Phenacobius mirabilis","zero","Phenacobius mirabilis","zero","zero","Phenacobius mirabilis","Phenacobius mirabilis","zero","zero","zero","zero","Phenacobius mirabilis"
"Piaractus brachypomus","zero","Piaractus brachypomus","zero","Piaractus brachypomus","Piaractus brachypomus","Piaractus brachypomus","zero","zero","zero","zero","Piaractus brachypomus"
"Plecoglossus altivelis","Plecoglossus altivelis","Plecoglossus altivelis","zero","Plecoglossus altivelis","Plecoglossus altivelis","Plecoglossus altivelis","zero","Plecoglossus altivelis","zero","zero","Plecoglossus altivelis"
"Poecilia latipinna","Poecilia latipinna","Poecilia latipinna","zero","zero","Poecilia latipinna","Poecilia latipinna","zero","zero","zero","zero","Poecilia latipinna"
"Poecilia vivipara","zero","zero","zero","zero","Poecilia vivipara","zero","zero","zero","zero","zero","zero"
"Proterorhinus semilunaris","zero","Proterorhinus semilunaris","zero","Proterorhinus semilunaris","Proterorhinus semilunaris","zero","zero","zero","zero","zero","zero"
"Pygocentrus nattereri","Pygocentrus nattereri","Pygocentrus nattereri","zero","Pygocentrus nattereri","Pygocentrus nattereri","Pygocentrus nattereri","zero","zero","zero","zero","Pygocentrus nattereri"
"Salmo trutta x Salvelinus fontinalis","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Sander lucioperca","Sander lucioperca","Sander lucioperca","zero","zero","Sander lucioperca","Sander lucioperca","zero","zero","zero","zero","Sander lucioperca"
"Penaeus monodon-type Baculovirus","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"WSBV","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Aeromonas salmonicida","zero","Aeromonas salmonicida","zero","zero","zero","zero","zero","zero","Aeromonas salmonicida","Aeromonas salmonicida","zero"
"Novirhabdovirus sp.","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Piscirickettsia salmonis","zero","Piscirickettsia salmonis","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Piscirickettsia salmonis FSC773","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Piscirickettsia salmonis LF-89 = ATCC VR-1361","zero","Piscirickettsia salmonis LF-89 = ATCC VR-1361","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Piscirickettsia salmonis AUSTRAL-005","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Piscirickettsia salmonis EM-90","zero","Piscirickettsia salmonis EM-90","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Piscirickettsia salmonis ES-3","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Piscirickettsia salmonis CGA/3731","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Piscirickettsia salmonis T-GIM","zero","Piscirickettsia salmonis T-GIM","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Ranavirus sp.","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Renibacterium salmoninarum","zero","Renibacterium salmoninarum","zero","zero","zero","zero","zero","zero","zero","zero","zero"
"Rhabdovirus carpio","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero","zero"
